Statistic,Match played,Starts,Minutes,Goals,Assists,Yellow cards,Red cards,xG,xAG,Possession_ProgC,PrgPasses,PrgR,Goals per 90,Assists per 90,xG per 90,xAG per 90,SoT/90,Cmp,TotDist,KP,1/3,PPA,CrsPA,PrgPasses.1,SCA,SCA90,GCA,GCA90,Tkl,TklW,Att,Blocks,Block shot,Pass,Int,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Possession_Att,Carries,Possession_ProgC.1,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Rec,PrgR.1,Fls,Fld,Off,Crs,Recov,Won,Lost
Median,22.0,15.0,1348.0,1.0,1.0,2.0,0.0,0.9,0.8,15.0,38.0,24.0,0.03,0.04,0.07,0.07,0.23,449.0,7266.0,8.0,28.0,6.0,1.0,38.0,20.0,1.83,2.0,0.16,17.0,10.0,7.0,12.0,3.0,8.0,7.0,734.0,31.0,158.0,272.0,140.0,20.0,13.0,392.0,15.0,13.0,2.0,12.0,7.0,481.0,24.0,12.0,10.0,1.0,9.0,44.0,10.0,13.0
Mean,20.8592132505176,15.31055900621118,1372.9792960662526,2.002070393374741,1.4886128364389235,2.927536231884058,0.09109730848861283,2.026086956521739,1.496687370600414,26.1055900621118,51.49068322981366,50.850931677018636,0.1217391304347826,0.08991718426501037,0.13335403726708076,0.09780538302277433,0.4096687370600414,548.8385093167702,9420.238095238095,13.58592132505176,42.850931677018636,11.554865424430641,2.7370600414078674,51.49068322981366,31.751552795031056,2.0954658385093166,3.4761904761904763,0.21403726708074536,24.511387163561075,14.635610766045549,11.401656314699792,15.138716356107661,5.128364389233955,10.010351966873706,11.095238095238095,829.664596273292,93.87577639751552,274.35403726708074,352.5652173913044,210.91097308488614,34.316770186335404,25.217391304347824,465.1532091097308,26.1055900621118,17.459627329192546,8.047619047619047,18.77225672877847,13.08695652173913,542.7784679089027,50.850931677018636,15.325051759834368,14.815734989648034,2.3768115942028984,24.27536231884058,57.67080745341615,17.890269151138718,17.88198757763975
Ipswich Town,Mean,17.93103448275862,12.586206896551724,1130.7931034482758,1.0689655172413792,0.7241379310344828,2.8275862068965516,0.1724137931034483,1.0310344827586206,0.6827586206896552,14.689655172413794,27.310344827586206,26.620689655172413,0.08172413793103449,0.05655172413793104,0.08827586206896551,0.05310344827586208,0.23275862068965517,342.13793103448273,6102.758620689655,7.827586206896552,25.586206896551722,4.724137931034483,1.3793103448275863,27.310344827586206,18.379310344827587,1.4586206896551723,1.6896551724137931,0.12448275862068964,18.03448275862069,10.068965517241379,9.137931034482758,13.517241379310345,5.896551724137931,7.620689655172414,9.586206896551724,570.1724137931035,93.79310344827586,236.6206896551724,223.79310344827587,115.89655172413794,17.275862068965516,17.448275862068964,281.58620689655174,14.689655172413794,9.689655172413794,4.379310344827586,16.20689655172414,9.620689655172415,336.2068965517241,26.620689655172413,13.241379310344827,11.793103448275861,1.5517241379310345,14.551724137931034,43.275862068965516,16.344827586206897,16.275862068965516
Ipswich Town,Std,8.774683691827622,9.634451727966786,789.8995586831794,2.328872113319459,0.9962985684213461,2.5504756631605767,0.3844258722192447,1.7507352431551766,0.9702978060947656,18.128713310806667,25.726727969559295,35.53611220907488,0.13640980708138362,0.08792350011186532,0.11323392240078062,0.05555585659469615,0.33406475582399264,306.6823303096185,5533.331137332146,11.222009514206704,28.359323537896557,6.005334246223684,2.7827760176722847,25.726727969559295,21.01430430020644,1.2222424477104457,2.0372153311367747,0.1499186971779931,16.332445269245706,9.22702178573795,10.119726626499052,14.1310718672798,9.766359270424921,7.575400946972323,9.515090425887076,464.0979783381274,132.41260711188903,248.82099328534838,212.58651672576994,122.83419278139195,21.292011499493917,26.169210653110966,222.8520516975619,18.128713310806667,11.010071520060498,7.565966056263537,20.688815664412964,13.842000766568209,280.7676186190719,35.53611220907488,14.603461361740319,11.684480886888348,2.8105185959756827,29.140774338785842,35.96515829017632,22.005317315316844,18.005746209244542
Leicester City,Median,21.0,14.5,1355.0,0.0,0.0,2.0,0.0,0.35,0.4,14.0,28.5,19.5,0.0,0.0,0.04,0.025,0.185,404.0,6180.5,5.0,23.0,4.5,0.5,28.5,13.5,1.39,0.5,0.015,19.5,10.5,7.0,14.0,3.5,7.5,7.5,696.5,33.0,147.5,301.0,87.5,12.5,10.5,380.0,14.0,6.5,2.0,11.0,6.5,416.5,19.5,11.5,9.0,0.5,6.5,37.5,10.0,14.5
Leicester City,Mean,19.73076923076923,14.384615384615385,1292.2307692307693,1.0384615384615385,0.8076923076923077,3.076923076923077,0.0,1.1307692307692305,0.8653846153846154,20.346153846153847,37.96153846153846,37.46153846153846,0.05846153846153846,0.05653846153846154,0.06615384615384616,0.06538461538461539,0.2526923076923077,471.3076923076923,7921.576923076923,8.153846153846153,33.34615384615385,7.153846153846154,2.1538461538461537,37.96153846153846,18.73076923076923,1.4184615384615382,1.7692307692307692,0.11653846153846155,24.5,14.346153846153847,12.5,16.692307692307693,6.615384615384615,10.076923076923077,10.846153846153847,728.8846153846154,98.42307692307692,272.46153846153845,330.7307692307692,132.15384615384616,19.923076923076923,20.307692307692307,412.88461538461536,20.346153846153847,11.692307692307692,4.461538461538462,15.038461538461538,10.115384615384615,462.4230769230769,37.46153846153846,12.961538461538462,11.26923076923077,2.0384615384615383,20.03846153846154,48.46153846153846,16.346153846153847,17.53846153846154
Leicester City,Std,9.568940139044418,9.810512415065476,811.2181116169587,1.799572598830494,1.132050556087696,2.57562539082184,0.0,2.084757871939901,1.0563871667877485,22.200796936492722,34.587258658911686,40.218633262935,0.09111277880483319,0.08648432494700102,0.08621261731681382,0.07976118199880286,0.26676667996296227,372.4481998056395,6426.655299130813,8.90254933237579,31.998677857301924,8.45549434482601,3.895559602340159,34.587258658911686,18.40555936081855,1.1337996024260806,2.3716271596976166,0.1491829027118673,22.452171387195495,13.481668465564068,13.182564242210239,14.098990689462081,8.114564304148058,8.550663492024825,11.814202665240876,532.201565343288,166.7899692612054,281.9567670078845,279.31209178154927,132.46152416688923,23.608342723576474,26.047294263733775,292.5893131230978,22.200796936492722,11.80430169309216,6.185342475438328,14.323353711280802,12.258309583550004,333.7230196527561,40.218633262935,10.550756443898301,9.53963392298758,4.870160319585129,26.951038227468374,37.8705487356397,16.557638255964665,16.37859766703064
Liverpool,Median,28.0,19.0,1627.0,1.0,2.0,3.0,0.0,1.7,1.2,23.0,67.0,54.0,0.04,0.14,0.07,0.11,0.35,630.0,11124.0,11.0,39.0,8.0,1.0,67.0,35.0,2.71,4.0,0.34,26.0,15.0,8.0,9.0,2.0,8.0,7.0,801.0,27.0,160.0,280.0,195.0,42.0,16.0,510.0,23.0,17.0,5.0,19.0,11.0,570.0,54.0,15.0,12.0,1.0,6.0,62.0,9.0,12.0
Liverpool,Mean,24.476190476190474,17.80952380952381,1596.3809523809523,3.761904761904762,2.8095238095238093,2.9523809523809526,0.09523809523809523,3.6285714285714286,2.628571428571429,35.19047619047619,81.38095238095238,80.61904761904762,0.16904761904761903,0.14761904761904762,0.1895238095238095,0.13666666666666666,0.5071428571428572,778.0952380952381,13238.142857142857,22.0,67.71428571428571,18.61904761904762,3.619047619047619,81.38095238095238,49.80952380952381,2.6333333333333333,6.476190476190476,0.3480952380952381,28.047619047619047,17.285714285714285,11.857142857142858,15.428571428571429,3.9523809523809526,11.476190476190476,12.904761904761905,1102.047619047619,97.71428571428571,301.3809523809524,497.5238095238095,312.8095238095238,55.80952380952381,28.238095238095237,632.7142857142857,35.19047619047619,23.761904761904763,13.714285714285714,22.571428571428573,14.476190476190476,769.6666666666666,80.61904761904762,18.523809523809526,15.19047619047619,2.619047619047619,31.047619047619047,68.85714285714286,17.904761904761905,15.952380952380953
Liverpool,Std,8.902915520317196,11.994244651577889,981.7646599970116,6.503112807761847,3.9701265423037544,2.290768222151479,0.30079260375911915,5.487544337601552,3.120599759203807,36.3972788098493,67.2699607480755,107.99003481362352,0.24055986285963757,0.1455645822961328,0.21020171717843295,0.11947105646696748,0.45370852821104063,629.732554721598,11217.987712980053,22.645087767549057,70.61454726693562,22.59972608346435,5.877722266968647,67.2699607480755,45.47594864059358,1.54885871961691,6.569772047940839,0.26352645118885215,24.080025312437257,14.76869275576839,11.100836519315624,14.712482552483888,4.565919299288923,12.746054478225988,15.74771336386576,814.8852358578156,150.7335871188445,321.09149415555623,465.1158585823127,282.09388845694957,72.30049726496979,35.28300548692636,454.4827986686782,36.3972788098493,21.271823527626314,25.809189946882984,24.78219406866839,15.83230573106472,567.9636725472267,107.99003481362352,16.460920532032976,13.197041515502814,4.3985928485845385,44.27016624147258,49.31864324399619,25.97672951297904,13.00183137283433
Manchester City,Median,22.0,16.0,1404.0,1.0,0.0,2.0,0.0,1.2,1.5,34.0,62.0,25.0,0.06,0.0,0.07,0.07,0.33,676.0,10078.0,9.0,42.0,11.0,1.0,62.0,33.0,2.13,3.0,0.28,15.0,7.0,5.0,11.0,1.0,9.0,5.0,878.0,35.0,197.0,331.0,324.0,22.0,21.0,563.0,34.0,23.0,3.0,10.0,11.0,630.0,25.0,10.0,12.0,0.0,8.0,46.0,5.0,8.0
Manchester City,Mean,19.24,14.92,1341.76,2.6,1.88,2.32,0.04,2.4960000000000004,1.9920000000000002,40.56,68.16,67.48,0.1832,0.10279999999999999,0.16399999999999998,0.11960000000000001,0.46880000000000005,767.72,12456.0,16.92,59.68,15.32,2.28,68.16,39.04,2.4212,4.56,0.2812,17.68,10.8,6.64,12.04,3.2,8.84,7.96,1000.36,76.12,234.16,430.92,343.48,47.12,28.64,643.48,40.56,30.36,14.04,16.72,14.24,757.48,67.48,10.36,13.44,1.68,22.96,51.72,10.96,11.72
Manchester City,Std,8.762039336440653,8.405950273467004,744.1720388010647,4.406434688800762,2.5053276565484737,1.7492855684535902,0.2,4.170079935285014,2.2165889710694375,43.47995706836274,58.15401963751087,75.24411383401805,0.25258199988650554,0.1409940897106447,0.22134061233010688,0.12604496552156827,0.5252802426641738,566.6331499891854,9299.120500527635,16.484639314626612,61.617584070350134,15.523423162004786,3.062134331910778,58.15401963751087,33.140458657055426,1.758131868395163,4.426059195266146,0.23896164266816267,16.074617673006514,10.432321569685882,6.061352984276695,9.230745726465802,4.699290726623896,6.731022705849882,8.25873275186131,670.0436478319901,134.0862036154354,233.00101573455282,377.44347479677884,270.0856530806477,50.59917654138915,39.31060077553297,446.0446651775283,43.47995706836274,26.888473366853685,22.040644273704885,14.825428605383836,13.917255476565773,520.4894427363537,75.24411383401805,7.973288740120562,11.165721353022086,2.4617067250182343,31.07716203259236,34.71253375943623,13.408579343092242,10.97922280188053
Manchester Utd,Median,20.5,15.0,1368.5,0.0,0.0,2.5,0.0,0.85,0.55,9.5,43.5,15.5,0.0,0.0,0.06,0.06,0.165,574.0,8340.0,6.5,24.5,5.0,1.0,43.5,15.5,1.94,1.0,0.035,21.0,9.5,6.0,9.0,2.0,7.0,7.0,796.0,22.5,153.0,321.5,103.0,18.0,5.5,488.5,9.5,10.5,1.0,9.5,4.5,551.0,15.5,12.0,7.5,1.0,6.0,47.0,10.5,14.0
Manchester Utd,Mean,18.923076923076923,13.846153846153847,1241.423076923077,1.2692307692307692,0.9230769230769231,2.8076923076923075,0.11538461538461539,1.7153846153846155,1.25,22.615384615384617,47.69230769230769,44.76923076923077,0.06153846153846154,0.04076923076923077,0.12346153846153846,0.08923076923076922,0.35461538461538455,561.9615384615385,9231.807692307691,13.038461538461538,37.92307692307692,10.5,2.1153846153846154,47.69230769230769,30.5,2.3434615384615385,2.269230769230769,0.12153846153846154,27.807692307692307,16.73076923076923,13.615384615384615,12.576923076923077,3.6923076923076925,8.884615384615385,12.884615384615385,824.6923076923077,85.5,292.38461538461536,349.38461538461536,190.53846153846155,31.153846153846153,20.192307692307693,501.96153846153845,22.615384615384617,15.653846153846153,7.384615384615385,16.73076923076923,12.192307692307692,552.6538461538462,44.76923076923077,13.76923076923077,12.384615384615385,2.1153846153846154,20.53846153846154,57.96153846153846,16.153846153846153,16.46153846153846
Manchester Utd,Std,11.156784758784502,10.9020816643146,936.9035456471247,2.1827998956879635,2.0961503175693657,2.4169274837153183,0.4314554973040048,2.364012234772453,1.7086251783232038,32.194505025643025,58.03500270062489,66.41464157386243,0.0986992323249703,0.08643717149111611,0.15398551380418374,0.09324904619021374,0.4565718411749088,469.5700570325353,8300.099493472258,17.754955971177782,41.14065928195423,15.313392831113555,2.790368048511495,58.03500270062489,36.91530847764921,1.4903581913290302,3.8941771126407927,0.20724270424200333,28.312568559944157,17.312556581412675,14.612534134986783,11.211326690175706,4.986134621281144,8.723884103205053,12.977910226463806,669.3681659135439,195.38828009888414,326.10281531113185,311.60848215965837,225.18529805815132,38.311034763046855,25.749592976618842,404.821489624178,32.194505025643025,18.61599808270791,15.882259091393573,18.270320615266044,14.116711318913426,442.9029638471788,66.41464157386243,11.50411297687116,11.576102705407974,3.179017748637753,37.013760434985,52.002677445862936,16.350394020187544,18.597270271157043
Newcastle Utd,Median,27.0,13.0,1413.0,0.0,1.0,2.0,0.0,0.5,0.9,14.0,56.0,22.0,0.0,0.04,0.11,0.08,0.28,459.0,6537.0,8.0,26.0,8.0,0.0,56.0,27.0,2.01,3.0,0.23,22.0,14.0,7.0,17.0,3.0,9.0,6.0,747.0,26.0,122.0,225.0,127.0,31.0,7.0,471.0,14.0,13.0,4.0,11.0,7.0,538.0,22.0,9.0,11.0,2.0,9.0,46.0,7.0,12.0
Newcastle Utd,Mean,22.565217391304348,16.26086956521739,1459.8260869565217,2.739130434782609,2.0869565217391304,2.5652173913043477,0.043478260869565216,2.547826086956522,1.852173913043478,29.08695652173913,61.17391304347826,60.73913043478261,0.16347826086956524,0.10652173913043479,0.14304347826086955,0.09913043478260869,0.371304347826087,599.4347826086956,10098.478260869566,15.521739130434783,44.17391304347826,14.91304347826087,2.782608695652174,61.17391304347826,36.130434782608695,2.0782608695652174,4.782608695652174,0.22782608695652182,23.82608695652174,14.565217391304348,10.869565217391305,16.73913043478261,5.608695652173913,11.130434782608695,10.782608695652174,898.1304347826087,90.0,294.4347826086956,376.1304347826087,236.30434782608697,41.69565217391305,26.434782608695652,512.1304347826087,29.08695652173913,17.82608695652174,10.434782608695652,18.608695652173914,17.652173913043477,595.0869565217391,60.73913043478261,15.391304347826088,17.608695652173914,3.0434782608695654,26.73913043478261,65.0,18.47826086956522,17.782608695652176
Newcastle Utd,Std,9.917047246381179,12.259383757700755,1021.1437728072785,5.011054972434337,2.843062425021507,3.0275415612569785,0.2085144140570748,4.265279439339487,2.2405091883152144,32.3867439822337,60.89831478032052,69.35692755024176,0.2605520135762841,0.13161958598559623,0.1634412539056797,0.09258475446256409,0.416972904589801,511.82923520243065,9054.408031799985,16.18604776628594,47.285066039456176,17.984622328984436,4.522233174591453,60.89831478032052,35.29654161249189,1.4037924353625175,5.393232474290269,0.2213174708984837,21.35554467901836,13.34447821438625,10.830530700612828,13.938884105931045,7.190518570468543,10.09637355159171,11.508718125202977,713.8810255057037,142.3389041561148,333.7171946542539,343.42477068861774,222.77004751794226,45.775573858285334,30.428494550871406,417.99644456380753,32.3867439822337,16.859451554524767,15.582117042992008,17.343427181591363,20.141789880860713,490.90740777050064,69.35692755024176,16.521993965165958,23.457387148992265,4.300932888968976,38.6302017871843,57.43929601999599,27.521676688512922,19.15714089917465
Nott'ham Forest,Median,28.5,18.0,1699.5,1.0,1.0,2.0,0.0,1.2999999999999998,1.1,12.5,34.0,17.0,0.05500000000000001,0.06,0.07,0.065,0.28500000000000003,433.5,7136.5,11.5,30.5,6.5,1.0,34.0,26.0,1.7149999999999999,2.0,0.13,20.5,13.0,9.5,11.0,3.5,7.5,11.0,778.0,32.0,154.0,283.0,138.5,21.0,11.0,348.0,12.5,10.5,2.0,17.5,9.0,463.5,17.0,12.0,10.0,1.0,6.0,46.5,13.0,18.5
Nott'ham Forest,Mean,23.136363636363637,16.5,1482.6818181818182,2.3636363636363638,1.7272727272727273,3.227272727272727,0.09090909090909091,1.8454545454545455,1.3454545454545455,24.681818181818183,42.54545454545455,42.22727272727273,0.1222727272727273,0.09681818181818182,0.11363636363636366,0.08818181818181818,0.43636363636363634,429.95454545454544,7350.681818181818,13.727272727272727,38.31818181818182,9.227272727272727,2.3181818181818183,42.54545454545455,32.09090909090909,1.9413636363636366,3.727272727272727,0.20272727272727276,28.181818181818183,17.227272727272727,16.818181818181817,17.5,6.454545454545454,11.045454545454545,12.681818181818182,755.4545454545455,99.9090909090909,258.77272727272725,305.22727272727275,200.6818181818182,30.5,24.318181818181817,345.27272727272725,24.681818181818183,16.181818181818183,7.363636363636363,22.363636363636363,12.681818181818182,425.04545454545456,42.22727272727273,15.909090909090908,16.454545454545453,3.5454545454545454,23.363636363636363,62.95454545454545,22.545454545454547,21.863636363636363
Nott'ham Forest,Std,10.222735886460582,12.431718266097372,1036.3232804286708,4.169566090767885,2.4723580065504493,2.776291088447357,0.29424494316824984,2.4839920390807313,1.3803820288074407,32.424838162589644,40.25599898829309,54.23663479708669,0.16925415710395328,0.11651226641477809,0.13605130175767047,0.08633469553823454,0.43121694302062386,313.2790445278135,5840.444482321722,14.219978628949912,34.87581555781185,9.923189858593705,3.137884692961223,40.25599898829309,30.378421368604474,1.3417447612452247,4.881274406017329,0.22365325667376101,24.55244409060961,15.234459117039389,16.293838635790447,17.492175121356134,9.757669865911698,10.176898548637697,10.620673297804679,515.2177281104633,167.81676773334524,270.51237658829194,243.70648462720612,191.68758967296773,29.52117883825102,26.765981187278545,248.5834499755195,32.424838162589644,17.05072645746429,11.826304235113854,22.440493701693764,12.256723572279533,302.7032929285434,54.23663479708669,12.97216467198348,16.064534355818225,5.771252836894195,34.8692052083421,49.91562144328431,24.70343579868477,24.896539163860957
Southampton,Median,20.0,13.0,1122.0,0.0,0.0,2.0,0.0,0.5,0.5,10.0,23.0,20.0,0.0,0.0,0.04,0.03,0.15,242.0,3918.0,5.0,13.0,5.0,1.0,23.0,15.0,1.43,1.0,0.06,13.0,7.0,6.0,7.0,2.0,5.0,5.0,457.0,42.0,161.0,186.0,122.0,15.0,5.0,253.0,10.0,9.0,1.0,9.0,5.0,338.0,20.0,12.0,8.0,0.0,6.0,23.0,8.0,8.0
Southampton,Mean,18.137931034482758,12.862068965517242,1151.344827586207,0.8275862068965517,0.5172413793103449,2.7586206896551726,0.10344827586206896,1.0448275862068965,0.7896551724137931,20.24137931034483,35.55172413793103,34.51724137931034,0.05379310344827587,0.043448275862068966,0.07724137931034482,0.05379310344827586,0.2179310344827586,485.48275862068965,8224.206896551725,8.586206896551724,31.482758620689655,6.758620689655173,1.793103448275862,35.55172413793103,19.586206896551722,1.4175862068965517,1.3793103448275863,0.1089655172413793,20.0,11.517241379310345,9.310344827586206,12.96551724137931,5.689655172413793,7.275862068965517,9.448275862068966,707.0,91.82758620689656,259.0,303.82758620689657,150.3448275862069,21.24137931034483,22.379310344827587,394.2413793103448,20.24137931034483,14.931034482758621,5.068965517241379,14.551724137931034,10.96551724137931,480.2758620689655,34.51724137931034,14.344827586206897,13.275862068965518,1.4827586206896552,17.103448275862068,45.03448275862069,14.172413793103448,12.379310344827585
Southampton,Std,10.056000830815378,9.512113096809902,828.5949930826135,1.0713464664764276,0.8289705171033532,2.8617573573616952,0.40925259281898757,1.362399722888297,0.8957617777967402,26.47593944429788,38.55847711769058,37.54580125817302,0.07997382576744577,0.09729468720148837,0.08887778734725478,0.058518238494107144,0.2848104546428934,464.81552567271666,8264.992193321481,8.942344057425844,38.75437366069168,7.557660127379719,2.554817722668119,38.55847711769058,19.43398577121186,0.8441887702421513,1.8787114334687767,0.14125318776646137,18.890662848538238,10.81209867844871,9.300934854226298,14.536856504909684,8.872523591225177,7.850825942555062,12.067033624408728,616.1692137716717,166.02841171780494,312.2409783667553,297.66208897308815,145.8644859993757,20.11334875224801,31.79107443596557,349.5897243476388,26.47593944429788,18.271623265292234,7.5020522643700565,14.65943432668277,13.655147534435214,421.5171489946188,37.54580125817302,12.989764822651072,15.156084472967422,2.599734734478726,25.955105233551436,42.99375599069232,20.39444771345735,13.299875920751637
Tottenham,Median,21.0,15.0,1252.0,0.0,1.0,2.0,0.0,0.7,0.9,16.0,49.0,31.0,0.0,0.05,0.07,0.08,0.3,693.0,10536.0,7.0,37.0,8.0,1.0,49.0,15.0,1.63,2.0,0.22,13.0,9.0,5.0,15.0,4.0,9.0,10.0,885.0,55.0,228.0,393.0,152.0,24.0,19.0,564.0,16.0,18.0,4.0,15.0,10.0,629.0,31.0,10.0,10.0,1.0,12.0,57.0,9.0,11.0
Tottenham,Mean,18.88888888888889,13.814814814814815,1241.111111111111,2.185185185185185,1.6666666666666667,2.3703703703703702,0.037037037037037035,2.0740740740740744,1.5518518518518518,28.962962962962962,56.22222222222222,55.851851851851855,0.13666666666666666,0.11703703703703702,0.14444444444444443,0.10740740740740741,0.4118518518518518,570.5555555555555,9466.222222222223,13.37037037037037,44.592592592592595,13.185185185185185,3.0,56.22222222222222,30.88888888888889,1.9877777777777776,3.7777777777777777,0.2544444444444444,22.333333333333332,14.185185185185185,9.444444444444445,14.555555555555555,5.074074074074074,9.481481481481481,10.481481481481481,828.3333333333334,83.74074074074075,266.81481481481484,350.44444444444446,219.22222222222223,35.51851851851852,27.666666666666668,519.0370370370371,28.962962962962962,19.48148148148148,8.666666666666666,17.88888888888889,14.296296296296296,566.0370370370371,55.851851851851855,14.518518518518519,16.333333333333332,2.037037037037037,26.444444444444443,56.22222222222222,13.703703703703704,14.222222222222221
Tottenham,Std,9.279146733539896,8.119478180642272,696.5408118438593,3.2703450422175178,2.401922307076307,2.3394303736026156,0.19245008972987523,2.9143666144692166,2.015014863539448,28.863713553767823,47.117964345911254,69.12068804395335,0.21244003678866474,0.1580363837079885,0.18267948672961307,0.11109914465476295,0.4169212897218872,370.15530351184856,6381.720598308249,17.591842839024412,39.43666710373371,16.654953148762214,5.08391127441794,47.117964345911254,36.41569117980001,1.5393288580850206,4.627121827903001,0.2628151344040044,20.613662385007597,13.997354247354247,10.742916569081993,11.991449945476642,5.150996363109134,8.945864409239055,10.685613514550122,513.7139281740373,114.26036145326252,223.90658028552153,257.7949891100609,227.11270217048516,42.22683285667317,29.09269006786095,309.79316691593806,28.863713553767823,16.955530911476306,11.906688488796153,17.828959444448653,16.178843770646463,338.9958567345491,69.12068804395335,12.819367470206256,15.12257609312341,3.2043417838623687,42.56789448663911,40.60535521079543,13.55278800387812,13.784978818469074
West Ham,Median,23.0,14.0,1347.0,0.0,1.0,2.0,0.0,1.4,1.1,15.0,31.0,25.0,0.0,0.03,0.07,0.07,0.23,510.0,8497.0,9.0,37.0,5.0,1.0,31.0,18.0,1.83,2.0,0.1,17.0,11.0,10.0,19.0,4.0,11.0,8.0,738.0,42.0,196.0,366.0,116.0,24.0,14.0,338.0,15.0,10.0,2.0,12.0,6.0,481.0,25.0,15.0,12.0,1.0,11.0,46.0,11.0,18.0
West Ham,Mean,21.956521739130434,15.826086956521738,1417.4347826086957,1.565217391304348,0.9565217391304348,3.0434782608695654,0.13043478260869565,1.839130434782609,1.2739130434782608,23.869565217391305,45.52173913043478,46.69565217391305,0.09391304347826088,0.07739130434782608,0.13478260869565217,0.09956521739130435,0.3878260869565217,540.2608695652174,9530.95652173913,12.347826086956522,39.26086956521739,10.434782608695652,2.739130434782609,45.52173913043478,30.869565217391305,2.1813043478260865,2.347826086956522,0.14173913043478265,23.82608695652174,14.043478260869565,11.782608695652174,17.434782608695652,6.6521739130434785,10.782608695652174,12.782608695652174,845.1739130434783,113.8695652173913,316.4782608695652,355.0,182.2173913043478,32.08695652173913,30.130434782608695,432.17391304347825,23.869565217391305,15.043478260869565,6.869565217391305,18.652173913043477,15.130434782608695,538.4782608695652,46.69565217391305,16.47826086956522,15.652173913043478,2.9130434782608696,21.91304347826087,58.130434782608695,22.304347826086957,21.043478260869566
West Ham,Std,7.772201401437427,10.464885761062796,877.6885876647799,2.537466290981146,1.521908516829063,2.6194770621349948,0.34435022157509093,2.2384530231297894,1.4216563295563343,30.172691367324628,40.887728282587084,56.900578989392216,0.1345949860755587,0.14454371441018826,0.16169189458567043,0.10372508510785812,0.42653952733532985,401.5972900795142,7262.080170799179,12.474004590099927,33.140496226196994,12.463860801812434,3.557545007756534,40.887728282587084,30.584167543809755,1.5381964183237045,3.1566480445989473,0.1724858933339463,20.204977275893373,11.891472348893803,10.651318833148105,13.303540495797355,8.48318494891337,7.804174417574286,14.91782497471681,583.2413855634665,178.42806147725094,312.03858583736627,283.14821046743185,183.99677776865826,39.06511236324003,45.39754133092761,311.9914993267828,30.172691367324628,16.83199945144952,13.434366878968849,19.48801192260648,22.766211701926103,383.35408146862886,56.900578989392216,13.783618621120148,17.09494528070206,4.209437918408206,27.217830124384307,47.5502646468365,27.034380102193605,18.78461232176622
Wolves,Median,25.0,15.0,1364.0,1.0,1.0,2.0,0.0,0.8,0.9,12.0,30.0,28.0,0.07,0.04,0.08,0.07,0.23,484.0,9479.0,10.0,24.0,4.0,1.0,30.0,21.0,1.78,3.0,0.18,19.0,12.0,10.0,15.0,4.0,9.0,9.0,724.0,55.0,304.0,328.0,123.0,23.0,14.0,390.0,12.0,13.0,3.0,16.0,11.0,482.0,28.0,14.0,10.0,1.0,10.0,43.0,10.0,15.0
Wolves,Mean,22.08695652173913,16.17391304347826,1452.1739130434783,2.1739130434782608,1.6956521739130435,3.217391304347826,0.08695652173913043,1.7521739130434781,1.3956521739130432,23.130434782608695,45.0,44.34782608695652,0.12434782608695653,0.10304347826086957,0.11347826086956521,0.08217391304347825,0.36,548.695652173913,9376.217391304348,12.304347826086957,38.56521739130435,10.652173913043478,2.6956521739130435,45.0,29.17391304347826,1.82,3.9130434782608696,0.2582608695652174,30.869565217391305,18.130434782608695,16.08695652173913,17.47826086956522,5.782608695652174,11.695652173913043,11.826086956521738,852.0869565217391,99.69565217391305,299.60869565217394,384.39130434782606,178.52173913043478,27.73913043478261,27.47826086956522,466.7391304347826,23.130434782608695,17.695652173913043,5.565217391304348,22.304347826086957,14.08695652173913,544.4347826086956,44.34782608695652,19.304347826086957,16.608695652173914,2.4782608695652173,21.08695652173913,64.17391304347827,17.47826086956522,18.869565217391305
Wolves,Std,8.680767893757812,10.547089964505261,848.6557633947248,3.9387604639143587,2.224548628551535,2.7461795236809605,0.28810406552003043,2.477144537423793,1.7800608418788704,27.19342224580671,40.33383420675726,47.075962497428435,0.1704759670333868,0.13377167734643625,0.12264541260561515,0.07988380890331398,0.4134774919673819,399.8346743323032,6297.29075192096,12.436876188499394,32.71894931486607,12.654890163857154,3.4566771039237256,40.33383420675726,27.53452737252736,1.0889110490426996,4.14414201536075,0.24573918498190947,27.008928402266076,16.799091825631763,15.075305042830388,12.354129104427141,6.02235624183403,10.155315592467264,9.637295800987497,555.8875714520534,144.5175153846911,245.33849327935675,308.1004468927205,182.8001565458892,31.094017827614874,33.75563194115962,297.89461489095044,27.19342224580671,21.730654474118303,8.40901078906389,22.24744067529545,14.890244040610373,360.9702614402865,47.075962497428435,17.105115616012483,16.754210136925373,3.301095757711525,29.867758602757075,49.3398715533511,17.43004085223761,19.675329147821106
